,aveFitness,peakFitness,peakParameters,generation
0,0.3272893670313085,0.583160736532898,"[0.2510372937477694, -1.7109037269956584, -0.8300662923481825, -0.11795364730539681, 1.0512544833567699, -0.054305748422236455, 0.5888611167369913, 0.9469032528156793]",500
1,0.34696702886788955,0.5899603810905055,"[-0.575604982743041, -1.356235073375709, 0.6589032573539635, -1.293945577989982, 0.8592727185620808, 0.36595774484390553, 0.49853159964397875, -0.22832508003322616]",500
2,0.3057818535777518,0.5527815034174787,"[-1.3210068426931953, -0.5292014269224401, 0.6440607274280605, -0.1962073410115126, -0.9068451994183127, 2.051988100525958, -0.08552733956515457, -0.47427735110213387]",500
3,0.3340326821244209,0.5997937147527446,"[0.6379038398334469, 0.2555701242949562, -0.19562000217284403, 3.972814599303682, -0.5566550054141501, 0.2336992128154609, 3.5109959857959723, -0.17744372106231499]",500
4,0.2957270565213769,0.561266938668491,"[0.2418131856765644, 0.11951394181822206, -1.0184361421282748, -0.14231784658615165, -1.5203089129900507, -3.9273656436067315, 0.07858545252864868, -0.3937657350702004]",500
5,0.29298776221307243,0.5655760643978934,"[-0.19835570254998558, -0.806381404002229, -0.43504163552666864, 0.11254045672861857, -2.901811437083345, 0.7077994129328369, -1.1502891207738655, -0.4817063765274918]",500
6,0.306982037947604,0.5208871616576419,"[0.3358018132739806, 0.2864355795366036, 0.57271418783629, -0.08098530031940054, 0.11854069746030671, -4.366888230196824, 0.7463949766969993, 1.8754067243847663]",500
7,0.3052477219595756,0.5723000748218069,"[0.39359078058568553, -1.4705914880800464, 0.6905126307766398, -0.10271670768532459, -2.9823607036308375, 0.493771325166672, -0.31756078769479856, 0.21898686622593644]",500
8,0.3345316636040116,0.5570425913768153,"[-0.4740963429654528, 0.7271035458081352, 0.43838441270483663, 0.4652105404149287, -0.2996811233033476, 3.965355179958509, -3.8528649153884653, -0.5806306806417636]",500
9,0.3125897308979319,0.6328821168526975,"[-0.18476789559274032, 0.5091671589000129, -0.17950149970809015, 0.766858367285538, 0.09503541670503601, 0.06260638224777271, 1.8717773999463825, -1.0042056948607536]",500
10,0.2953065831108132,0.5316880981050949,"[0.49406481080271547, -0.8363851636711654, 0.9670565695096638, 0.3855570556208914, -2.062614450872484, -0.7467002713406723, -1.125801165236945, 0.07948034895407652]",500
11,0.3179026122651259,0.5495810727870327,"[-1.0623823773153482, 0.579481435573955, 0.49565303220785584, 2.9807416971384137, -0.06573004868107901, -0.58136146635825, -0.7892621347518114, -0.7311357945559287]",500
12,0.32784988679729954,0.5407637085336033,"[-0.6388014754080764, 0.862663890458438, -3.9506496942725757, -3.9026752489253855, -0.2590920312104208, -0.3385324992193981, -0.7085508045619617, 0.2525162240654346]",500
13,0.3115459391254237,0.5655759767901251,"[-3.304137097867008, 0.498145794873178, 0.8179032215874757, -0.12885510092651042, -0.18338861734507628, 1.0708583259897857, 0.9903169912978393, -0.06865027745692664]",500
14,0.2978626813419117,0.5706650600020358,"[0.67024005180365, -3.72313864418675, 0.3620537972359452, -2.0531723400103696, -0.22415648346033556, 0.2297203333419331, 0.019700779807948265, 0.13944101989578161]",500
15,0.33058311292880405,0.61519155868927,"[-0.3073374452077786, 0.5721253742446013, -0.19149724422940118, 0.43781241330839116, -0.30507893487815796, -1.2662379239749235, 1.6567853637354037, -0.5467642001368045]",500
16,0.3088249121694068,0.5295038774699434,"[-0.8367265882476485, 0.2967541454517377, 3.9860724826369704, 0.6895144099927641, -0.011535129911913522, 0.581018801023796, -1.3944863224692003, -0.5396072093244566]",500
17,0.30609840977352765,0.6253691778638124,"[0.09813219024381503, 0.6660266654027378, -0.6573124092202756, 0.45910125231500043, -0.42555260101785386, -0.26580647376184174, 0.6345417978655838, 2.1009581072585615]",500
18,0.3349794389974633,0.5952759555686937,"[0.49680449537351024, -0.1262788977295557, 0.8814198573196474, -0.9308604971530157, -1.8108888025122507, 0.5252446794191199, 0.6222468398360288, 0.28640256817683785]",500
19,0.31798687185580754,0.5435809025031644,"[-0.44207334926468533, -1.2046116591954457, 0.7551858654790955, -0.011827757547703044, -0.7126429813600978, -2.9706123091250936, 0.4831822695671555, 0.6867606798740189]",500
